t_ms,vm_size_kb,vm_rss_kb,vm_shared_kb,vm_text_kb,vm_data_kb
0,4,4,0,0,4
20,104692,12124,10444,744,6272
40,104700,14044,11680,744,5368
60,104700,21576,16928,744,4040
81,108568,37856,31500,744,3912
101,175144,42352,35460,744,69976
121,177156,45896,36972,744,71988
141,180060,48800,36972,744,74892
161,180592,50028,37948,744,75032
181,181596,50940,38108,744,76036
202,181596,50940,38108,744,76036
222,0,0,0,0,0
SUMMARY,exit=0,wall_ms=242,user_ms=168,sys_ms=47,max_rss_kb=57000
