t_ms,vm_size_kb,vm_rss_kb,vm_shared_kb,vm_text_kb,vm_data_kb
0,2200,100,0,8,352
20,87968,7776,6936,2856,7220
40,113144,12764,11036,2856,8252
60,113152,14672,12260,2856,7348
80,113152,20448,16772,2856,6204
101,117960,45600,39008,2856,7024
121,119124,48716,41072,2856,8188
141,119812,49760,41948,2856,8484
SUMMARY,exit=0,wall_ms=161,user_ms=101,sys_ms=58,max_rss_kb=57812
